"","ISO.3166.1.country.code","FIPS.5.2.subdivision.code","GNS.FD","GNS.UFI","ISO.639.1.language.code","language.script","name","latitude","longitude"
"148094","US","12","PPL",NA,"en","english","Belmont","30.4982747","-82.7506856"
"113369","TH","22","ADM2",-3247398,"tha","english","ชุมแพ","16.615912","102.096192"
"278091","US","51","PPL",NA,"en","english","Allen Shop Corner","37.7056972","-76.8446856"
"65246","ID","7","ADM4",6381686,"ind","latin","Guno","-7.8975","111.155556"
"249531","US","70","PPL",NA,"en","english","Ngerekebesang","7.3511111","134.4436111"
"180636","US","22","PPL",NA,"en","english","Bendel Gardens","30.196868","-92.0203985"
"238130","US","42","PPL",NA,"en","english","Fairview","39.7998154","-77.5549904"
"20320","FR","A9","PPL",-1435739,"fr","latin","La Digne","43.040906","2.160549"
"42568","ID","7","ADM4",6357287,"ind","latin","Larangan","-7.355833","109.778333"
"278041","US","51","PPL",NA,"en","english","Independence","36.6223478","-81.150923"
"175320","US","21","PPL",NA,"en","english","Browns Crossroads","36.7158983","-85.190791"
"9165","CM","8","PPL",11792236,"en","english","Popin I","5.467627","10.173612"
"61877","ID","7","PPLA4",11304802,"ind","latin","Banyudono","-6.6999","111.3094"
"128813","US","1","PPL",NA,"en","english","Seloca","33.7987129","-86.821106"
"77951","LA","20","PPL",-2660857,"lo","latin","Ban Nônnadèng","16.983333","104.95"
"201232","US","29","PPL",NA,"en","english","Brevator","38.9581061","-90.7431809"
"147387","US","12","PPL",NA,"en","english","Lumberton","28.2661188","-82.1364716"
"140301","US","6","PPL",NA,"en","english","Burton Mill","35.5005111","-118.407027"
"174301","US","21","PPL",NA,"en","english","Liberty Heights","38.0389664","-84.4657709"
"72842","IQ","3","ADM1",-3102696,"ara","arabic","المثنى","30.5","45"
"7858","CM","11","PPL",-3156939,"en","english","Nkolbogo","4.333333","11.566667"
"83998","MX","21","PPL",-1684335,"es","latin","Morelos","18.736839","-97.419069"
"230241","US","39","PPL",NA,"en","english","Riverside","39.0775598","-84.6030001"
"6175","BG","46","ADM2",-839401,"bg","latin","Ugŭrchin","43.1","24.416667"
"26397","PF","","ADM2",-1310416,"fr","latin","Îles du Vent","-17.5","-149.5"
"82551","LI","3","PPLA",-1187157,"de","latin","Gamprin","47.216667","9.5"
"126518","US","1","PPL",NA,"en","english","Lock Five","32.5831897","-87.7366769"
"16707","FR","C1","PPL",-1453713,"fr","latin","Morschwiller","47.736094","7.266874"
"220752","US","32","PPL",NA,"en","english","McDermitt","41.9973887","-117.7181975"
"18134","FR","A4","PPL",-1412886,"fr","latin","Blaise","48.619848","4.778346"
"144253","US","9","PPL",NA,"en","english","Leetes Island","41.2653751","-72.7142626"
"34381","GH","","PPL",-2069667,"en","latin","Apasa Korpe","6.06527",".10027"
"174057","US","21","PPL",NA,"en","english","Greenup","38.5731349","-82.8301677"
"277693","US","51","PPL",NA,"en","english","Marumsco Village","38.6615055","-77.2577607"
"18060","FR","A4","PPL",-1410517,"fr","latin","Bar","48.112945","4.376561"
"68524","ID","18","ADM4",10911076,"ind","latin","Wahang","-10.0805","120.0495"
"111134","TH","68","ADM2",-3251426,"tha","latin","Mueang Songkhla","7.11075","100.608139"
"46101","ID","8","ADM4",10285012,"ind","latin","Krampilan","-7.786541","113.465701"
"98418","PT","14","PPLA2",-2168206,"pt","latin","Lourinhã","39.233333","-9.316667"
"112425","TH","34","ADM2",-3256404,"tha","english","ท่าวุ้ง","14.825062","100.509207"
"198955","US","29","PPL",NA,"en","english","Ira","37.8728143","-92.8496289"
"92115","NG","","PPL",-2014577,"en","latin","Kaniko","7.583333","3.85"
"165698","US","17","PPL",NA,"en","english","Talbott","40.5103169","-89.7845531"
"225419","US","36","PPL",NA,"en","english","Warren","42.8472949","-74.9209865"
"42980","ID","30","ADM4",10217162,"ind","latin","Jeladri","-7.7641","112.9717"
"219844","US","35","PPL",NA,"en","english","Clayton","36.451693","-103.1841039"
"160480","US","19","PPL",NA,"en","english","Beaman","42.2197079","-92.8235341"
"151143","US","12","PPL",NA,"en","english","Highland Pines","27.9718","-82.4121"
"222674","US","36","PPL",NA,"en","english","Fosterdale","41.7075885","-74.9721099"
"80974","LR","9","PPL",-2130959,"en","latin","Dahn","6.978889","-8.918611"
"79770","LR","9","ADM2",-2133258,"en","latin","Kpeaple","6.666667","-8.5"
"291689","US","56","PPL",NA,"en","english","Natwick","41.9608039","-105.056642"
"91229","NG","","PPL",-2028425,"en","latin","Bisalla Makeri","11.166667","4.766667"
"213181","US","37","PPL",NA,"en","english","Woodland Hills","35.3617824","-82.536788"
"104841","SD","38","PPL",-94,"en","latin","‘Abd en Nab","14.473","32.8905"
"245664","US","42","PPL",NA,"en","english","Hazelton Mills","41.8986734","-78.718919"
"44627","ID","8","ADM4",10272342,"ind","latin","Karangmojo","-7.4737","112.1995"
"153617","US","13","PPL",NA,"en","english","Hickory Flat","34.1700967","-84.4227049"
"175714","US","21","PPL",NA,"en","english","Fernleaf","38.6561842","-83.9132588"
"83900","MX","13","PPL",-1698427,"es","latin","San Juan","20.049592","-98.666108"
"72921","IQ","18","PPL",10295666,"ara","latin","Makḩūl","35.204369","43.279049"
"421","AF","32","PPLA2",-3373867,"ps","arabic","دهی","35.958063","67.279983"
"134862","US","60","PPL",NA,"en","english","Utulei","-14.2830351","-170.6863869"
"166134","US","17","PPL",NA,"en","english","Bobtown","40.076158","-89.9881697"
"67879","ID","7","ADM4",10186555,"ind","latin","Sugihwaras","-6.885107","109.676908"
"176542","US","21","PPL",NA,"en","english","Plum","38.1789656","-84.0313151"
"230520","US","39","PPL",NA,"en","english","Boston","40.0759005","-82.2270897"
"274782","US","51","PPL",NA,"en","english","Wilsons","37.1393167","-77.865833"
"92626","NG","","PPL",-2004676,"en","latin","Dorowa","9.516667","8.966667"
"164506","US","17","PPL",NA,"en","english","Gardena","40.6364271","-89.5053734"
"139921","US","6","PPL",NA,"en","english","North Fork","37.2296694","-119.5095807"
"170900","US","18","PPL",NA,"en","english","Westside","39.0639465","-84.9071738"
"72323","ID","8","PPLA4",-2689657,"ind","latin","Nyapar","-6.9055","113.8317"
"128985","US","1","PPL",NA,"en","english","D'Olive","30.8704631","-87.7958257"
"163037","US","16","PPL",NA,"en","english","Godwin","42.5126879","-114.5747638"
"127831","US","1","PPL",NA,"en","english","Sherwood","32.3798605","-86.2535788"
"284660","US","53","PPL",NA,"en","english","Mineral","46.7170518","-122.1809417"
"268145","US","48","PPL",NA,"en","english","Cuatro Vientos Colonia","26.2284061","-98.3652944"
"285950","US","55","PPL",NA,"en","english","Lampson","45.9830015","-91.81629"
"44064","ID","8","ADM4",10333546,"ind","latin","Bendungan","-7.4165","112.2826"
"160006","US","15","PPL",NA,"en","english","Ho‘ōpūloa","19.1965671","-155.9042358"
"55461","ID","7","ADM3",10152492,"ind","latin","Comal","-6.8863","109.5344"
"280611","US","51","PPL",NA,"en","english","Colvin Farms","38.6951178","-77.539989"
"3549","AT","6","PPL",-1984433,"de","latin","Loipersdorf","47","16.1"
"113375","TH","22","ADM2",-3251144,"tha","english","มัญจาคีรี","16.212422","102.51973"
"133753","US","5","PPL",NA,"en","english","Red Rock","35.9145223","-93.1354534"
"267024","US","48","PPL",NA,"en","english","Yarborough","27.2064354","-97.3766527"
"216740","US","34","PPL",NA,"en","english","Belvidere","40.82982","-75.0776747"
"23658","FR","B5","PPL",-1466465,"fr","latin","Saint-Just","47.173675","-.099793"
"239401","US","42","PPL",NA,"en","english","Lowville","42.0247767","-79.8214398"
"196751","US","27","PPL",NA,"en","english","Ivanhoe","44.4632982","-96.247263"
"272745","US","49","PPL",NA,"en","english","Shadow Oaks","41.1446659","-111.9132736"
"44126","ID","8","ADM4",10296519,"ind","latin","Jati","-7.7538","113.2254"
"240052","US","42","PPL",NA,"en","english","North Fogelsville","40.594818","-75.6304658"
"108717","SY","7","PPLA3",-2537859,"ara","arabic","العشارة","34.92319","40.559503"
"276983","US","51","PPL",NA,"en","english","Home Creek","37.3503879","-82.0706859"
"166017","US","17","PPL",NA,"en","english","Waterman","41.7716963","-88.7736942"
"76796","KP","1","PPL",-186703,"kor","english","성간","40.794662","126.562714"
"212989","US","37","PPL",NA,"en","english","Town Creek","35.8151565","-77.8010904"
"239456","US","42","PPL",NA,"en","english","Mainville","40.9759198","-76.374387"
"261115","US","47","PPL",NA,"en","english","Raven Hill","36.3973083","-83.4724032"
"291121","US","54","PPL",NA,"en","english","Union","39.100099","-80.038135"
"263907","US","48","PPL",NA,"en","english","Polvo","29.4351892","-104.19381"
"224338","US","36","PPL",NA,"en","english","Pillar Point","43.9703364","-76.1257598"
"55132","ID","7","ADM4",10140925,"ind","latin","Gondang","-6.936","110.1386"
"29927","GH","","PPL",-2080194,"en","latin","Yamaso Katrim","5.816667","-2.9"
"284080","US","53","PPL",NA,"en","english","South Beach","47.5748196","-122.5079096"
"230837","US","39","PPL",NA,"en","english","Riverdale","39.008682","-83.0629565"
"176626","US","21","PPL",NA,"en","english","Renick","38.0584115","-84.2065959"
"90135","NG","","PPL",-2023201,"en","latin","Awo","7.266667","4.866667"
"130923","US","1","PPL",NA,"en","english","McGehees","32.2698631","-86.3746921"
"227971","US","39","PPL",NA,"en","english","Grodis Corner","41.6042149","-83.2604817"
"104548","SD","38","PPL",-2772,"en","latin","Er Rufa‘iyat","14.4879","33.1004"
"51749","ID","8","PPLA4",11382700,"ind","latin","Umbulsari","-8.3075","112.9503"
"89306","NG","52","PPL",-2024374,"en","latin","Otuassiga","4.92066","6.399204"
"88814","NZ","","PPL",-1510504,"en","latin","Havelock Town District","-41.283333","173.766667"
"177020","US","21","PPL",NA,"en","english","Watkinsville","38.243128","-84.7263363"
"179448","US","22","PPL",NA,"en","english","Vivian","32.8715278","-93.9874032"
"127498","US","1","PPL",NA,"en","english","Still Waters","32.7451291","-85.8074585"
"262963","US","48","PPL",NA,"en","english","Hale Center","34.0642436","-101.8437866"
"36617","GT","1","ADM2",-1142834,"es","latin","Tamahú","15.333333","-90.166667"
"143970","US","8","PPL",NA,"en","english","Meadowbrook Heights","39.5622222","-105.0883333"
"165720","US","17","PPL",NA,"en","english","Thomson","41.9589158","-90.0992924"
"265600","US","48","PPL",NA,"en","english","Cedar Hill","34.1434068","-101.2043197"
"50930","ID","30","PPLA4",11274772,"ind","latin","Ciherang","-7.3365","108.3379"
"122213","ZM","3","PPL",-2279609,"en","latin","Chiwamba","-13.466667","32.316667"
"166184","US","17","PPL",NA,"en","english","Cherry Point","39.799202","-87.7211365"
"21193","FR","B5","ADM3",-1449239,"fr","latin","Le Mans","48",".25"
"289564","US","54","PPL",NA,"en","english","Eden","38.7437143","-80.3278597"
"259078","US","47","PPL",NA,"en","english","Northaven","35.2667542","-90.0484239"
"222742","US","36","PPL",NA,"en","english","Gardnertown","41.5350938","-74.0701426"
"277957","US","51","PPL",NA,"en","english","Westover","38.48207","-78.0205532"
"84470","MX","15","PPL",-1696655,"es","latin","Tonatico","18.805617","-99.669949"
"6878","KH","10","PPL",-1026984,"km","latin","Phumĭ Kaôh Mayeul","13.304919","107.289647"
"219591","US","35","PPL",NA,"en","english","Sheridan","35.4958775","-105.2441746"
"172165","US","20","PPL",NA,"en","english","Vermillion","39.7194429","-96.2658411"
"102136","SB","","PPL",-1545612,"en","latin","Foulanoasusu","-8.916813","161.036506"
"37062","GY","13","PPL",-922575,"en","latin","Rising","6.083333","-57.2"
"14947","FJ","3","PPL",-1188456,"en","latin","Labasa","-16.416667","179.383333"
"278655","US","51","PPL",NA,"en","english","Piankatank Shores","37.5456941","-76.4955049"
"63640","ID","8","PPLA4",10297248,"ind","latin","Barat","-7.0496","113.4945"
"163137","US","16","PPL",NA,"en","english","Kuna","43.4918307","-116.4201223"
"22237","FR","A7","PPL",-1477277,"fr","latin","Villez","49.151447",".859879"
"159692","US","13","PPL",NA,"en","english","Cornell","33.6884413","-84.3640922"
"173571","US","21","PPL",NA,"en","english","Blue Ridge Manor","38.2431264","-85.5630158"
"137649","US","6","PPL",NA,"en","english","Peanut","40.4679229","-123.1686374"
"200164","US","29","PPL",NA,"en","english","Sherman","0","0"
"281498","US","51","PPL",NA,"en","english","Walnut Grove","38.3417","-77.5364"
"3217","AU","4","PPL",-1567415,"en","latin","North Copperfield","-22.85","147.616667"
"238214","US","42","PPL",NA,"en","english","Fiske","40.6761754","-78.5052977"
"58208","ID","30","ADM4",10200361,"ind","latin","Mulyajaya","-6.9728","108.7037"
"28893","GH","","PPL",-2080459,"en","latin","Zochiakorpe","6.470582",".679492"
"176915","US","21","PPL",NA,"en","english","Toliver","37.8136973","-83.457684"
"20076","FR","A3","PPL",-1465344,"fr","latin","Saint-Firmin","47.974233","2.741705"
"71829","ID","18","PPLA4",11641930,"ind","latin","Mulandoro","-8.5381","123.51"
"209603","US","37","PPL",NA,"en","english","Oaks West","36.0381917","-79.8864234"
"172880","US","20","PPL",NA,"en","english","Vinton","37.1055851","-96.8253095"
"290499","US","54","PPL",NA,"en","english","Rum Junction","37.8159383","-81.9354001"
"284363","US","53","PPL",NA,"en","english","Ashford","46.7584413","-122.0309409"
"27680","DE","1","PPL",-1758738,"de","latin","Dettingen","48.530323","9.349293"
"30386","GH","","PPL",-2080161,"en","latin","Yahayepe","8.633333","-.616667"
"267425","US","48","PPL",NA,"en","english","Meadowlakes","30.5624118","-98.2964118"
"217837","US","34","PPL",NA,"en","english","Oak Shade","39.8692817","-74.7329373"
"192747","US","23","PPL",NA,"en","english","Hillside","43.9095241","-70.0303286"
"249582","US","44","PPL",NA,"en","english","Watch Hill","41.3137109","-71.8497909"
"278915","US","51","PPL",NA,"en","english","Thomastown","38.0081813","-79.8406086"
"116334","TR","35","PPLA2",-756423,"tur","latin","Karaburun","38.639674","26.511102"
"264712","US","48","PPL",NA,"en","english","Lynchburg Landing","29.7657825","-95.0779858"
"49639","ID","15","ADM3",11038361,"ind","latin","Jabung","-5.4205","105.5851"
"71390","ID","7","ADM4",11289854,"ind","latin","Pohijo","-6.6223","111.0718"
"184244","US","24","PPL",NA,"en","english","Andora Acres","39.6859446","-75.865218"
"181675","US","25","PPL",NA,"en","english","Greylock","42.6964702","-73.1514936"
"121707","YE","26","PPLA2",-3184367,"ara","latin","Ar Rawḑah","15.432512","44.223991"
"116117","TR","14","PPLA2",-759839,"tr","latin","Kıbrıscık","40.407778","31.851944"
"267592","US","48","PPL",NA,"en","english","White Rock","33.5637161","-95.8310762"
"7141","KH","18","ADM1",-1032979,"khm","latin","Svay Riĕng","11.16667","105.833333"
"217893","US","34","PPL",NA,"en","english","Parker","40.7584335","-74.7582191"
"162771","US","16","PPL",NA,"en","english","Kinney Point Summer Home Area","44.6385105","-115.674561"
"160076","US","15","PPL",NA,"en","english","Kehena","19.3930653","-154.9321775"
"109018","SY","2","ADM2",-2542624,"ara","arabic","جبلة","35.29048","36.044897"
"109291","SY","14","ADM3",11821494,"ara","arabic","خربة المعزة","34.801964","35.988032"
"127405","US","1","PPL",NA,"en","english","McMullen","33.1487346","-88.1764179"
"136978","US","6","PPL",NA,"en","english","Seville","36.4857832","-119.2231676"
"40957","ID","30","ADM4",6427616,"ind","latin","Cipicung","-6.675833","106.806944"
"167530","US","17","PPL",NA,"en","english","Del Mar Woods","42.2000246","-87.8550687"
"152020","US","12","PPL",NA,"en","english","Pardeau Shores","27.986","-82.3758"
"132294","US","5","PPL",NA,"en","english","Hoover Landing","36.1881237","-90.9895664"
"35362","GR","54","ADM2",11396765,"ell","cyrillic","Σαρωνικός","37.758584","23.932321"
"289917","US","54","PPL",NA,"en","english","Jerryville","38.4256672","-80.3111882"
"210077","US","37","PPL",NA,"en","english","Embassy East","35.2459764","-80.7139579"
"29041","GH","","PPL",-2072424,"en","latin","Domenase","5.681124","-1.244207"
"85523","FM","4","PPL",-3740037,"en","latin","Gaanaun","9.633056","138.163333"
"240603","US","42","PPL",NA,"en","english","Reservoir Heights","40.5375847","-76.9324758"
"162105","US","19","PPL",NA,"en","english","Buck Creek","42.7585933","-92.1407322"
"180548","US","22","PPL",NA,"en","english","Allemania","30.2613062","-91.2184404"
"67026","ID","30","ADM4",6429177,"ind","latin","Setiamanah","-6.878611","107.536389"
"242961","US","42","PPL",NA,"en","english","Rodman","40.3411862","-78.4002917"
"251112","US","45","PPL",NA,"en","english","Olin","33.4251673","-79.4650601"
"15124","FJ","","PPL",-1192338,"en","latin","Mbutha","-17.633333","178.816667"
"187193","US","24","PPL",NA,"en","english","Rutherford Green","39.337884","-76.7480287"
"203827","US","28","PPL",NA,"en","english","Rose Hill","32.1445928","-88.9958878"
"21000","FR","98","ADM3",-1478292,"fr","latin","Yssingeaux","45.166667","4.166667"
"91990","NG","","PPL",-2015409,"en","latin","Kinkimabugo","4.445278","6.344444"
"113248","TH","62","PPL",-3235534,"th","latin","Ban Huai Luk","7.916667","98.333333"
"163744","US","16","PPL",NA,"en","english","Gooding","42.9387917","-114.7131081"
"30574","GH","","PPL",-2068614,"en","latin","Ahiriso","6.539439","-2.336537"
"271455","US","49","PPL",NA,"en","english","Linda Vista","41.1521663","-112.0299425"
"166318","US","17","PPL",NA,"en","english","Fairmont","38.9089371","-90.2142773"
"170746","US","18","PPL",NA,"en","english","Troy","37.9953335","-86.7977672"
"104099","ES","51","PPL",-387329,"es","latin","La Línea","36.168024","-5.347195"
"103987","ES","54","PPL",-371001,"es","latin","Arandilla","40.510564","-2.383547"
"145727","US","10","PPL",NA,"en","english","Eastburn Farms","39.7390008","-75.6996545"
